Committee num,Barzel,Name,Symbol,Voters,Invalid,Avoda,Yahadut Hatora,Meshutefet,1,2,3,4,Yemina,5,6,7,8,9,10,11,Otzma Yehudit,Yisrael Beytenu,Likud,Meretz,12,13,14,Kahol Lavan,15,16,17,18,19,20,21,22,Shas
17,8639,?????,70,248,0,21,6,0,0,0,0,0,9,0,1,0,0,0,0,0,4,31,78,7,0,0,0,67,0,0,0,0,0,0,0,0,24
17,8640,?????,70,420,10,9,109,0,0,0,0,1,6,0,0,0,0,0,0,0,5,43,95,4,0,0,0,46,0,1,0,0,1,0,0,3,87
17,8641,?????,70,317,3,13,35,1,0,0,0,0,12,0,0,0,0,0,0,0,7,65,71,0,0,0,0,33,0,2,0,0,0,0,0,0,75
17,8642,?????,70,345,9,2,59,0,0,0,0,0,5,1,0,0,0,0,0,0,9,55,87,1,0,0,0,57,0,0,0,0,0,0,0,1,59
17,8643,?????,70,371,12,12,3,0,0,0,0,2,6,0,1,0,1,0,0,0,0,76,131,2,0,0,0,60,0,0,0,0,2,0,0,0,63
17,8644,?????,70,259,0,3,0,0,2,0,0,2,11,1,1,1,0,0,0,0,8,36,107,0,1,0,0,48,0,0,0,0,0,0,0,0,38
17,8645,?????,70,284,2,13,6,0,0,0,0,0,5,0,1,0,0,0,0,0,7,55,107,2,0,0,0,41,0,2,0,0,0,0,0,0,43
17,8646,?????,70,508,2,0,92,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,12,1,0,0,0,5,0,0,0,0,0,0,0,0,386
17,8647,?????,70,387,6,3,41,0,0,0,0,0,5,0,0,0,0,0,0,0,8,19,76,0,0,0,0,24,0,4,0,0,0,0,1,0,200
17,8648,?????,70,510,0,0,66,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,423
17,8649,?????,70,400,4,10,58,0,0,0,0,0,5,0,0,0,0,0,0,0,6,45,116,2,0,0,0,21,0,0,0,0,0,0,0,0,133
17,8650,?????,70,362,6,3,92,0,1,0,0,0,4,0,1,0,0,0,0,1,8,44,97,0,1,0,0,20,0,1,0,0,0,0,0,0,83
17,8651,?????,70,356,0,5,69,0,0,0,0,0,1,0,0,0,0,0,0,0,7,42,86,1,0,0,0,26,0,1,0,0,0,0,0,0,118
17,8652,?????,70,371,2,17,3,1,0,0,0,0,15,0,3,0,1,0,0,0,12,62,131,3,0,0,0,87,0,0,0,0,0,0,0,1,33
17,8653,?????,70,316,4,3,44,0,0,0,0,0,3,0,1,0,0,0,0,0,3,25,106,1,0,0,0,18,0,0,0,0,0,0,0,1,107
17,8654,?????,70,213,4,5,2,0,0,0,0,1,13,0,0,0,0,0,0,1,3,44,81,1,0,0,0,39,0,0,0,0,1,0,0,0,18
17,8655,?????,70,249,5,4,1,1,0,0,0,0,2,0,1,0,0,0,0,2,6,60,96,0,0,0,0,54,0,1,0,0,0,1,1,0,14
17,8656,?????,70,204,5,5,2,0,0,0,0,0,5,0,1,0,0,0,0,0,4,43,85,1,0,0,0,33,0,0,0,0,0,0,0,0,20
17,8657,?????,70,237,0,8,4,0,0,0,0,0,3,0,0,0,1,0,0,0,3,54,91,0,0,0,0,17,0,0,0,0,1,0,0,0,55
17,8658,?????,70,218,2,2,2,0,0,0,0,0,7,0,0,0,0,0,0,0,5,37,99,2,0,0,0,32,0,0,0,0,1,0,0,0,29
17,8659,?????,70,265,4,3,1,0,0,0,0,1,7,0,2,0,0,0,0,0,1,71,93,1,0,0,0,48,0,1,0,0,0,0,0,0,32
17,8660,?????,70,543,4,0,431,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,101
17,8661,?????,70,348,4,20,3,0,0,0,0,3,35,0,0,0,0,0,0,0,9,13,135,10,0,0,0,94,0,0,0,0,0,0,0,0,22
17,8662,?????,70,295,5,7,2,0,1,0,0,0,7,0,3,0,0,0,0,0,3,52,139,2,0,0,0,43,0,1,0,0,0,0,0,1,29
17,8663,?????,70,345,2,6,81,0,0,0,0,0,6,0,0,0,0,0,0,0,6,43,95,1,0,0,0,39,0,0,0,0,0,0,0,0,66
17,8664,?????,70,265,3,1,88,0,0,0,0,0,3,0,0,0,0,0,0,0,2,25,64,0,1,0,0,22,1,0,0,0,0,0,0,0,55
17,8665,?????,70,406,5,2,50,1,0,0,0,0,5,0,1,0,0,0,0,0,2,91,134,2,1,0,0,65,0,1,0,0,0,0,1,1,44
17,8666,?????,70,290,2,4,32,1,0,1,0,1,4,0,0,0,0,0,0,0,3,37,100,0,0,0,0,30,0,0,1,0,0,0,0,0,74
17,8667,?????,70,476,5,3,211,0,0,0,0,0,3,0,0,0,0,0,0,0,7,33,80,0,0,0,0,31,0,0,0,0,0,0,0,0,103
17,8668,?????,70,335,5,1,71,0,0,1,0,1,5,0,0,0,0,0,0,0,1,31,93,2,0,0,0,40,0,0,0,0,0,0,0,1,83
17,8669,?????,70,465,1,18,4,0,0,0,0,1,43,0,0,1,0,0,0,0,22,51,175,3,0,0,0,51,0,1,0,0,0,0,0,0,94
17,8670,?????,70,411,3,19,5,0,0,0,0,0,24,0,1,0,0,0,0,0,11,39,195,0,0,0,0,46,0,0,0,0,0,0,0,0,68
17,8671,?????,70,425,3,6,13,0,0,0,0,1,15,0,1,0,0,0,0,0,6,80,157,0,1,0,0,84,0,0,0,0,0,0,0,0,58
17,8672,?????,70,414,5,8,1,0,0,0,0,1,22,0,0,0,0,0,0,0,15,61,181,0,3,0,0,65,0,1,0,0,2,0,0,0,49
17,8673,?????,70,397,3,8,4,0,0,0,0,0,10,0,0,0,0,0,0,0,12,83,158,9,0,0,0,78,0,0,0,0,0,0,0,0,32
17,8674,?????,70,409,1,8,2,1,0,0,0,0,17,0,1,0,0,0,0,0,9,54,191,1,0,0,0,47,0,2,0,0,0,0,0,1,74
17,8675,?????,70,406,1,7,10,0,0,0,0,0,19,0,1,0,0,0,0,0,10,106,155,3,0,0,0,45,0,0,0,0,0,0,0,0,49
17,8676,?????,70,402,4,5,4,0,0,0,0,0,16,0,1,0,0,0,0,0,10,101,176,2,0,0,0,51,0,1,0,0,3,0,0,0,28
17,8677,?????,70,380,3,7,13,0,1,0,0,0,12,0,1,0,0,0,0,0,5,101,167,2,0,0,0,36,0,0,0,0,0,0,0,0,32
17,8678,?????,70,388,9,5,5,0,0,0,0,0,6,1,0,0,0,0,0,0,2,141,125,5,0,0,0,61,0,0,0,0,0,1,0,0,27
17,8679,?????,70,373,3,9,12,0,0,0,0,0,7,0,1,0,0,1,0,0,14,38,164,0,1,0,0,62,0,0,0,0,0,0,0,0,61
17,8680,?????,70,405,3,3,67,0,0,0,0,0,7,0,0,0,0,0,0,0,2,162,70,3,0,0,0,29,0,1,0,0,0,0,0,1,57
17,8681,?????,70,308,4,3,105,0,0,0,0,0,2,0,0,0,0,0,0,0,2,19,56,2,0,1,0,8,0,1,0,0,2,0,0,3,100
17,8682,?????,70,501,5,1,245,0,0,0,0,0,4,0,0,0,0,0,0,2,5,19,45,1,0,0,0,21,0,2,0,0,0,0,0,0,151
17,8683,?????,70,241,2,11,2,0,0,0,0,0,5,0,0,0,0,0,0,0,6,42,100,0,0,0,0,24,0,0,0,0,0,0,0,0,49
17,8684,?????,70,358,2,3,84,0,0,0,0,0,4,0,0,0,0,0,0,0,10,13,20,0,0,0,0,12,0,0,0,0,0,0,0,0,210
17,8685,?????,70,406,0,2,113,0,0,0,0,0,4,0,0,0,0,0,0,0,3,27,67,3,0,0,0,24,0,1,0,0,0,0,1,1,160
17,8686,?????,70,395,0,8,8,0,0,0,0,3,12,0,0,0,0,0,0,0,4,38,184,4,0,0,0,80,0,1,0,0,0,0,0,0,53
17,8687,?????,70,354,4,13,4,0,0,0,0,0,8,0,0,0,0,0,0,0,6,76,148,1,0,0,0,53,0,1,0,0,0,1,0,0,39
17,8688,?????,70,370,2,14,2,0,0,0,0,0,5,0,0,0,0,1,0,0,7,76,153,2,0,0,0,70,0,0,0,0,1,0,0,0,37
17,8689,?????,70,407,3,5,151,0,0,0,0,0,3,0,1,1,0,0,0,0,5,41,83,4,0,0,0,28,0,2,0,0,0,0,0,0,80
17,8690,?????,70,318,4,10,29,0,0,0,0,0,6,0,1,0,1,0,0,0,4,54,99,3,0,1,0,41,0,0,0,0,0,0,0,0,65
17,8691,?????,70,287,2,0,38,0,0,0,0,0,7,0,0,0,0,0,0,0,4,31,104,0,0,0,0,56,0,2,0,0,0,0,0,0,43
17,8692,?????,70,243,3,3,2,0,0,0,0,0,4,0,0,0,0,1,0,0,6,44,76,1,0,0,0,62,0,0,0,0,0,1,0,0,40
17,8693,?????,70,302,3,2,124,0,0,0,0,0,5,0,0,0,0,0,0,0,4,16,75,1,0,0,0,15,0,1,0,0,0,0,0,0,56
17,8694,?????,70,368,2,2,37,0,0,0,0,1,13,0,0,0,1,0,0,0,5,20,140,1,0,0,0,57,0,1,0,0,0,0,1,0,87
17,8695,?????,70,392,5,7,73,0,0,0,0,0,5,0,0,0,0,0,0,0,6,43,98,1,0,0,0,40,0,0,0,0,0,0,0,0,114
17,8696,?????,70,401,5,11,8,0,0,0,0,0,21,0,0,0,0,0,0,1,15,66,145,2,0,0,0,55,0,0,0,0,0,0,0,1,71
17,8697,?????,70,366,2,7,11,0,0,0,0,0,17,0,1,0,0,0,0,0,8,82,125,2,1,0,0,75,1,0,0,0,0,0,0,0,34
17,8698,?????,70,253,3,1,2,0,0,0,0,1,7,0,0,0,0,0,0,0,3,57,111,1,0,0,0,37,0,1,0,0,1,0,0,0,28
17,8699,?????,70,417,4,13,6,1,0,0,0,3,17,0,0,0,0,0,0,0,6,66,158,2,0,0,0,94,0,1,0,0,0,0,0,0,46
17,8700,?????,70,351,2,14,7,0,0,0,0,1,9,0,0,0,0,0,0,1,7,35,152,3,0,0,0,68,0,0,0,1,0,0,0,0,51
17,8701,?????,70,427,4,6,6,1,0,0,0,1,22,0,0,0,0,0,0,0,18,48,155,5,0,0,0,58,0,0,0,0,0,0,0,1,102
17,8702,?????,70,371,2,13,4,0,0,0,0,0,17,0,0,0,0,0,0,0,11,32,171,0,0,1,0,61,0,1,0,0,0,0,0,0,58
17,8703,?????,70,352,0,12,4,0,0,0,0,3,11,0,1,0,0,2,0,0,1,49,138,2,0,0,0,86,0,0,0,0,0,0,0,0,43
17,8704,?????,70,387,3,6,4,0,3,0,0,1,5,0,5,0,0,0,0,0,12,67,155,1,0,1,0,63,0,0,0,0,1,0,0,0,60
17,8705,?????,70,317,2,22,0,0,0,0,0,4,19,0,0,0,1,0,0,0,9,26,126,6,0,0,0,62,1,0,0,0,0,0,0,1,38
17,8706,?????,70,292,3,6,1,0,1,0,0,0,4,0,0,0,0,0,0,0,3,68,117,0,0,1,0,61,0,0,0,0,0,0,1,0,26
17,8707,?????,70,317,0,26,2,0,1,0,0,0,17,0,0,0,0,0,0,0,4,18,112,6,0,0,0,111,0,0,0,0,0,0,0,0,20
17,8708,?????,70,356,5,26,9,0,0,0,0,1,32,0,0,0,0,0,0,0,8,32,129,6,0,0,0,90,1,0,0,0,0,0,0,1,16
17,8709,?????,70,392,2,17,5,0,0,0,0,1,14,0,0,0,0,0,0,0,8,44,151,1,0,0,0,93,0,0,0,0,0,1,1,0,54
17,8710,?????,70,379,3,27,6,0,0,0,0,0,20,0,0,0,0,0,0,0,8,37,149,5,0,0,0,94,0,0,0,0,0,0,1,1,28
17,8711,?????,70,369,0,14,8,0,1,0,0,0,15,0,0,0,0,0,0,0,8,45,155,3,0,0,0,66,0,0,0,0,0,0,0,0,54
17,8712,?????,70,296,3,1,41,0,0,0,0,0,4,0,0,0,0,0,0,0,6,49,81,0,0,0,0,34,1,0,0,0,0,0,0,0,76
17,8713,?????,70,260,5,3,39,0,0,0,0,0,2,0,2,0,0,0,0,0,3,47,80,1,0,0,0,24,0,0,0,0,0,0,0,1,53
17,8714,?????,70,436,2,5,21,0,0,0,0,0,16,0,1,0,0,0,0,0,5,158,115,3,0,0,0,73,0,0,0,0,0,0,0,0,37
17,8715,?????,70,269,1,6,16,0,0,0,0,0,6,0,0,0,0,0,0,0,3,74,90,1,0,0,0,24,0,0,0,0,0,0,0,0,48
17,8716,?????,70,487,1,4,213,1,0,0,0,0,4,0,0,0,0,0,0,1,5,8,118,0,0,0,0,60,0,2,0,0,0,0,0,0,70
17,8717,?????,70,354,2,7,4,0,0,0,0,0,3,0,0,0,0,0,0,1,7,65,94,3,0,0,0,55,0,3,0,0,0,0,0,0,110
17,8718,?????,70,340,5,29,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,35,113,2,1,0,0,98,0,0,0,0,0,0,0,0,27
17,8719,?????,70,490,4,7,20,0,1,0,0,0,3,1,1,0,0,0,0,0,5,293,75,6,0,0,0,57,0,0,0,0,1,0,0,1,15
17,8720,?????,70,334,5,15,4,0,0,0,0,0,10,0,0,0,0,0,0,0,5,51,132,5,0,0,0,73,0,1,0,0,0,0,0,0,33
17,8721,?????,70,411,9,18,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,45,176,5,0,0,0,101,0,0,0,0,0,0,0,0,35
17,8722,?????,70,339,1,14,6,0,0,0,0,4,20,0,0,0,0,0,0,0,2,25,137,6,0,1,0,98,0,1,0,0,0,0,0,0,24
17,8723,?????,70,414,4,30,2,0,0,0,0,1,14,0,0,0,0,0,0,0,5,53,160,2,0,0,0,106,0,0,0,0,0,0,0,0,37
17,8724,?????,70,486,4,26,4,0,0,0,0,0,33,0,1,0,0,0,0,0,4,36,168,13,0,0,0,140,0,0,0,0,0,0,0,0,57
17,8725,?????,70,389,2,22,0,0,0,0,0,0,11,0,1,0,0,0,0,0,6,39,162,2,0,0,0,103,0,0,0,0,0,0,0,0,41
17,8726,?????,70,440,3,16,6,0,0,0,0,0,14,0,0,0,0,0,0,0,4,129,131,2,0,0,0,108,0,0,0,0,0,0,0,0,27
17,8727,?????,70,294,0,4,4,0,0,0,0,1,20,0,0,0,0,0,0,0,3,47,109,1,0,0,0,78,0,0,0,0,0,0,0,0,27
17,8728,?????,70,391,0,22,3,1,0,0,0,0,14,0,0,0,0,0,0,0,7,42,127,5,0,0,0,121,0,1,0,0,0,0,0,0,48
17,8729,?????,70,355,2,13,8,0,0,0,0,1,15,0,0,0,0,0,0,0,11,46,154,3,0,0,0,67,0,0,0,0,0,0,0,0,35
17,8730,?????,70,366,1,14,4,1,0,0,0,0,19,0,0,0,1,0,0,0,7,41,159,5,0,0,0,88,0,0,0,0,0,0,0,0,26
17,8731,?????,70,335,1,33,3,0,0,0,0,0,15,0,0,0,0,0,0,0,2,4,108,8,0,0,0,132,0,0,0,0,1,0,0,0,28
17,8732,?????,70,284,0,13,3,0,0,0,0,1,19,0,0,0,0,0,0,0,2,28,115,2,0,0,0,74,0,0,0,1,0,0,0,0,26
17,8733,?????,70,581,0,8,433,1,0,0,0,0,5,0,0,0,0,0,0,0,2,26,41,2,0,0,0,27,0,0,0,0,0,0,0,0,36
17,8734,?????,70,463,4,11,4,0,0,1,0,3,32,0,0,0,0,0,0,0,5,66,198,0,0,0,0,109,0,0,0,0,1,1,0,0,28
17,8735,?????,70,429,3,19,1,0,0,0,0,2,18,0,0,0,0,0,0,0,7,39,193,0,0,0,0,112,0,0,0,0,0,0,0,0,35
17,8736,?????,70,377,1,5,1,0,0,1,0,1,9,0,0,1,0,0,0,1,6,102,99,3,0,0,0,79,0,2,0,1,0,0,0,1,64
17,8737,?????,70,358,1,14,4,0,0,0,0,0,20,0,0,0,0,0,0,0,4,59,146,5,1,0,0,77,0,0,0,0,0,0,0,0,27
17,8738,?????,70,321,9,28,2,0,0,0,0,0,20,0,0,0,0,0,0,0,4,35,100,3,0,0,0,90,0,0,0,0,0,0,0,0,30
17,8739,?????,70,545,0,35,5,0,1,0,0,1,27,0,1,0,0,0,0,0,7,41,227,6,0,0,0,162,0,0,0,0,0,0,0,1,31
17,8740,?????,70,323,2,6,3,0,0,0,0,2,5,0,0,0,0,0,0,0,2,152,77,0,0,0,0,68,0,0,0,0,1,0,0,0,5
17,8741,?????,70,358,7,4,3,0,0,0,0,0,4,0,0,0,0,0,0,1,4,211,72,0,0,0,0,51,1,0,0,0,0,0,0,0,0
17,8742,?????,70,389,3,15,2,0,0,0,0,3,33,1,1,0,0,0,0,0,14,41,158,1,0,0,0,45,0,0,0,0,0,0,0,1,71
17,8743,?????,70,446,1,8,21,0,0,0,0,0,23,0,0,0,0,0,0,0,15,35,149,0,0,0,0,63,0,0,0,0,0,0,0,0,131
17,8744,?????,70,594,1,3,132,0,0,0,0,0,22,0,0,0,0,1,0,0,24,12,118,0,0,0,0,22,0,0,0,0,0,0,0,0,259
17,8745,?????,70,463,1,12,10,0,0,0,0,0,24,0,0,0,0,0,0,0,12,64,135,1,1,0,0,75,0,0,0,0,0,0,0,1,127
17,8746,?????,70,401,3,19,12,0,0,0,0,1,25,0,1,0,0,0,0,0,10,75,119,5,0,0,0,58,1,0,0,0,0,0,0,0,72
17,8747,?????,70,402,7,7,28,0,0,0,0,1,34,0,0,0,0,0,0,0,10,70,92,1,0,0,0,35,0,0,0,0,0,0,0,1,116
17,8748,?????,70,390,5,4,27,0,0,0,0,0,13,0,0,0,0,0,0,0,11,137,93,1,0,0,0,41,0,0,0,0,1,0,0,2,55
17,8749,?????,70,395,2,14,1,1,1,0,0,0,10,0,0,0,0,0,0,0,5,170,108,4,1,0,0,65,0,0,0,0,0,0,0,0,13
17,8750,?????,70,376,2,5,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,191,104,4,0,0,0,52,0,0,0,0,0,0,0,0,9
17,8751,?????,70,374,3,8,6,1,0,0,0,0,13,0,0,0,0,0,0,0,3,134,109,3,0,0,0,65,0,0,0,0,0,0,0,2,27
17,8752,?????,70,467,6,9,3,0,0,0,0,0,24,0,1,0,0,0,0,0,4,171,135,5,0,0,0,83,0,0,0,0,0,0,0,0,26
17,8753,?????,70,334,2,4,1,0,0,0,0,0,12,0,0,0,0,0,0,0,3,96,110,0,0,0,0,79,0,1,0,0,1,0,0,0,25
17,8754,?????,70,488,3,6,4,1,1,0,0,0,9,0,0,0,0,0,0,0,0,221,103,3,0,0,0,127,0,2,0,0,0,0,0,2,6
17,8755,?????,70,350,1,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,176,77,1,0,0,0,74,0,1,0,0,0,0,0,0,11
17,8756,?????,70,392,4,9,4,0,0,0,0,0,21,0,0,2,0,0,0,0,6,119,121,2,0,0,0,84,0,2,0,0,0,0,0,0,18
17,8757,?????,70,407,0,5,4,0,0,0,0,2,12,0,2,0,0,0,0,0,3,153,116,4,0,0,0,89,0,0,0,0,0,0,0,1,16
17,8758,?????,70,373,3,6,2,0,1,0,0,0,3,0,0,0,0,0,0,0,1,183,72,1,0,0,0,84,0,0,0,0,0,0,0,0,17
17,8759,?????,70,590,3,0,513,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64
17,8760,?????,70,408,4,9,0,0,0,0,0,0,10,1,0,0,0,0,0,0,12,172,104,2,0,0,0,70,0,0,0,0,0,1,0,0,23
17,8761,?????,70,349,2,2,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,180,87,1,0,0,0,66,0,0,0,0,0,0,0,0,3
17,8762,?????,70,404,7,6,0,0,0,0,0,1,7,0,0,1,0,0,0,0,0,224,80,2,1,0,0,65,0,0,0,0,0,0,0,4,6
17,8763,?????,70,354,3,5,1,1,0,0,0,0,5,0,0,0,0,1,0,0,1,183,79,2,0,0,0,71,0,0,0,0,0,0,0,1,1
17,8764,?????,70,398,0,8,4,0,0,0,0,1,9,0,1,0,0,0,0,0,7,167,121,1,0,0,0,67,1,1,0,0,0,0,0,0,10
17,8765,?????,70,449,3,7,0,1,0,0,0,0,9,0,0,0,0,0,0,0,2,201,110,2,0,0,0,102,0,0,0,0,0,0,0,1,11
17,8766,?????,70,456,7,8,0,0,0,1,0,1,15,0,0,0,0,0,0,0,5,221,95,3,0,0,0,84,0,0,0,0,1,0,0,2,13
17,8767,?????,70,519,3,29,3,1,0,0,0,1,13,0,0,1,0,0,0,0,8,143,166,6,0,0,0,120,0,0,0,0,0,0,0,0,25
17,8768,?????,70,470,5,11,11,0,0,0,0,1,15,1,0,0,0,0,0,0,4,165,122,10,0,0,0,92,0,0,0,0,1,0,0,1,31
17,8769,?????,70,346,2,6,2,0,0,0,0,1,4,0,0,0,0,0,0,0,3,183,93,3,0,0,0,41,0,0,0,0,2,0,0,0,6
17,8770,?????,70,417,0,7,7,0,0,0,0,2,17,0,0,1,0,0,0,0,15,118,119,2,0,0,0,83,0,0,0,0,0,0,0,1,45
17,8771,?????,70,318,2,7,0,0,0,1,0,1,3,0,0,0,0,0,0,0,5,137,77,0,0,0,0,66,0,0,0,0,0,0,0,0,19
17,8772,?????,70,412,2,24,3,0,0,0,0,1,27,0,0,0,0,0,0,0,4,116,121,5,0,0,0,73,0,0,0,0,0,0,1,0,35
17,8773,?????,70,535,3,15,8,0,0,0,0,1,34,0,0,0,0,0,0,0,10,127,186,3,0,2,0,105,0,0,0,0,0,0,0,0,41
17,8774,?????,70,351,1,3,1,0,0,0,0,0,5,0,2,0,0,0,0,0,2,194,89,4,0,0,0,43,0,0,0,0,0,0,0,0,7
17,8775,?????,70,460,1,12,4,0,0,0,0,0,15,0,1,0,0,0,0,0,2,127,172,1,0,0,0,97,0,0,0,0,0,0,0,2,26
17,8776,?????,70,363,4,8,2,0,0,0,0,2,16,1,2,0,0,1,0,0,1,127,119,3,0,0,0,60,0,0,0,0,0,0,0,1,16
17,8777,?????,70,407,3,5,10,1,0,0,0,0,6,0,0,0,0,0,0,0,0,136,128,4,0,0,0,70,0,0,0,0,0,0,0,0,44
17,8778,?????,70,375,2,5,54,0,1,0,0,0,3,0,0,0,0,0,0,0,2,88,104,1,0,0,0,56,0,3,0,0,0,0,0,0,56
17,8779,?????,70,454,4,6,2,0,0,0,0,0,8,0,0,0,0,0,0,1,1,196,113,2,0,0,0,88,2,0,0,0,0,0,0,0,31
17,8780,?????,70,672,0,0,597,0,0,0,0,0,2,0,0,0,0,0,0,0,4,10,12,0,0,0,0,7,0,0,0,0,0,0,0,0,40
17,8781,?????,70,458,1,20,4,0,0,0,0,0,26,0,0,0,0,0,0,0,12,91,177,0,0,1,0,83,0,0,0,0,0,0,0,0,43
17,8782,?????,70,421,0,23,1,0,0,0,0,2,10,0,0,0,0,0,0,0,5,64,192,3,0,0,0,82,0,1,0,0,0,0,0,0,38
17,8783,?????,70,394,3,9,7,0,0,0,0,0,14,0,0,0,0,0,0,0,6,128,144,3,0,0,0,55,0,0,0,1,0,0,0,0,24
17,8784,?????,70,407,2,14,2,0,0,0,0,0,8,0,0,0,0,0,0,0,7,78,159,0,0,0,0,110,0,0,0,0,0,0,0,0,27
17,8785,?????,70,466,2,5,2,0,0,0,0,1,8,0,0,0,0,0,0,0,9,120,159,1,0,0,0,98,0,0,0,0,0,0,0,0,61
17,8786,?????,70,419,2,9,3,0,1,0,0,0,15,0,0,0,0,0,0,0,6,125,139,3,0,0,0,88,0,0,0,0,0,0,0,1,27
17,8787,?????,70,359,2,5,2,0,1,0,0,0,12,0,1,0,1,0,0,0,1,118,99,5,0,0,0,90,0,0,0,0,1,0,0,0,21
17,8788,?????,70,338,0,14,3,0,0,0,0,0,11,0,0,0,0,0,0,0,2,31,130,8,0,0,0,115,0,0,0,0,0,0,0,0,24
17,8789,?????,70,346,2,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,7,137,109,2,0,0,0,54,0,0,0,0,0,0,0,0,20
17,8790,?????,70,411,1,18,4,0,0,0,0,0,7,0,0,0,0,0,0,0,8,24,203,4,0,0,0,83,0,0,0,0,0,0,0,0,59
17,8791,?????,70,428,2,14,6,0,0,0,0,1,14,0,0,0,0,0,0,0,3,109,140,5,0,0,0,101,0,0,0,0,1,0,0,1,31
17,8792,?????,70,361,4,26,2,0,0,0,0,0,21,0,0,0,0,0,0,0,8,26,141,10,0,0,0,88,0,0,0,0,0,1,0,0,34
17,8793,?????,70,385,3,29,3,0,0,0,0,4,16,0,0,0,0,0,0,0,3,32,158,1,0,0,0,99,0,0,0,0,0,0,0,0,37
17,8794,?????,70,484,2,15,4,1,0,0,0,1,19,0,1,0,0,0,0,0,3,101,178,1,0,0,0,112,1,0,0,0,0,0,0,0,45
17,8795,?????,70,338,2,20,1,0,0,0,0,0,7,0,0,0,0,0,0,0,7,58,114,4,0,0,0,88,0,0,0,0,0,0,0,0,37
17,8796,?????,70,435,1,16,4,0,1,0,0,3,16,1,0,0,0,0,0,0,14,77,169,3,0,0,0,75,0,1,0,0,0,0,0,1,53
17,8797,?????,70,662,2,0,532,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,118
17,8798,?????,70,524,3,0,512,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4
17,8799,?????,70,612,3,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,159
17,8800,?????,70,738,1,0,709,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,24
17,8801,?????,70,569,1,0,408,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,144
17,8802,?????,70,528,3,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,24,0,0,0,0,4,0,0,0,0,0,0,0,0,230
17,8803,?????,70,602,2,0,513,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84
17,8804,?????,70,646,0,1,519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,119
17,8805,?????,70,387,5,19,3,0,0,0,0,0,12,0,0,0,0,0,0,0,2,124,129,4,0,0,0,70,0,0,0,0,0,0,0,1,18
17,8806,?????,70,315,2,2,2,0,0,0,0,0,5,0,0,1,0,0,0,0,2,179,67,6,0,0,0,35,0,0,0,0,0,0,0,0,14
17,8807,?????,70,363,5,3,2,0,0,0,0,1,3,0,0,0,0,0,0,0,6,176,80,3,0,0,0,69,0,1,0,0,0,0,0,0,14
17,8808,?????,70,396,1,4,9,0,0,0,0,0,6,0,0,0,0,0,0,0,5,158,88,4,0,0,0,54,0,1,0,0,1,0,0,0,65
17,8809,?????,70,318,4,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,2,163,69,3,0,0,0,51,0,0,0,0,0,0,0,0,10
17,8810,?????,70,588,7,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,392
17,8811,?????,70,436,1,4,4,0,0,0,0,3,9,0,0,0,0,0,0,0,4,215,98,1,0,0,0,78,0,0,0,0,0,0,0,0,19
17,8812,?????,70,398,2,6,2,0,0,0,0,0,8,0,0,0,0,0,0,0,9,152,97,1,0,0,0,75,0,1,0,0,0,0,0,0,45
17,8813,?????,70,447,0,25,4,0,0,0,0,1,20,0,0,0,0,0,0,0,5,57,187,3,0,1,0,112,0,0,0,0,0,0,0,0,32
17,8814,?????,70,430,1,47,0,0,0,0,0,0,30,0,1,0,0,0,0,0,11,9,191,1,0,0,0,94,0,0,0,0,0,0,0,0,45
17,8815,?????,70,422,1,43,1,0,0,1,0,1,22,0,0,0,0,0,0,0,10,25,173,4,0,0,0,100,0,0,0,0,0,0,0,1,40
